CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
14255,614,AW00014255,NULL,Jonathan,L,Jackson,0,8/25/1948,S,NULL,M,jonathan65@adventure-works.com,110000,2,4,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,00:00.0,769 Algiers Drive,NULL,674-555-0110,6/9/2012,5-10 Miles
14256,626,AW00014256,NULL,Elizabeth,NULL,Robinson,0,11/13/1948,S,NULL,F,elizabeth22@adventure-works.com,170000,2,3,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,00:00.0,2507 Winterglenn Way,NULL,314-555-0155,6/11/2012,0-1 Miles
14257,343,AW00014257,NULL,James,NULL,Carter,0,7/31/1948,M,NULL,M,james60@adventure-works.com,170000,2,3,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,00:00.0,9293 Balhan Dr.,NULL,311-555-0117,8/19/2013,0-1 Miles
14258,358,AW00014258,NULL,Haley,NULL,Foster,0,1/15/1950,S,NULL,F,haley35@adventure-works.com,70000,4,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,00:00.0,"128, avenue des Champs-Elysées",NULL,479-555-0116,1/24/2014,10+ Miles
14259,36,AW00014259,NULL,Antonio,D,Flores,0,8/31/1958,S,NULL,M,antonio12@adventure-works.com,40000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3891 Garnet Lane,NULL,1 (11) 500 555-0129,9/16/2012,5-10 Miles
14260,40,AW00014260,NULL,Frank,M,Ruiz,0,6/9/1959,S,NULL,M,frank32@adventure-works.com,40000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,330 Jamie Way,NULL,1 (11) 500 555-0164,9/5/2012,5-10 Miles
14261,14,AW00014261,NULL,Meredith,S,Subram,0,8/13/1958,S,NULL,F,meredith12@adventure-works.com,70000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,00:00.0,8995 Kirker Pass,NULL,1 (11) 500 555-0118,9/9/2012,5-10 Miles
14262,13,AW00014262,NULL,Jon,L,He,0,11/7/1964,M,NULL,M,jon39@adventure-works.com,70000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,00:00.0,3440 Concord Ct.,NULL,1 (11) 500 555-0153,9/3/2012,1-2 Miles
14263,15,AW00014263,NULL,Nina,L,Lal,0,8/24/1959,S,NULL,F,nina9@adventure-works.com,80000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,4753 Montanya Court,NULL,1 (11) 500 555-0145,9/1/2012,5-10 Miles
14264,37,AW00014264,NULL,Karl,R,Lal,0,8/8/1959,S,NULL,M,karl9@adventure-works.com,80000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,960 Pansy Dr.,NULL,1 (11) 500 555-0112,9/15/2012,1-2 Miles
14265,63,AW00014265,NULL,Garrett,J,Bell,0,9/13/1980,S,NULL,M,garrett18@adventure-works.com,30000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,5602 Claycord Avenue,NULL,394-555-0194,7/2/2013,5-10 Miles
14266,609,AW00014266,NULL,Cory,J,Patel,0,11/23/1980,M,NULL,M,cory1@adventure-works.com,30000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,2075 Alvina Dr.,NULL,498-555-0150,2/27/2013,5-10 Miles
14267,539,AW00014267,NULL,Lauren,I,Wood,0,3/12/1981,S,NULL,F,lauren49@adventure-works.com,30000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,7511 Cooper Dr.,NULL,381-555-0117,6/2/2012,1-2 Miles
14268,300,AW00014268,NULL,Isabella,NULL,Roberts,0,2/13/1986,S,NULL,F,isabella43@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,6812 Farm Bureau Rd.,NULL,100-555-0115,6/27/2012,5-10 Miles
14269,300,AW00014269,NULL,Tony,M,She,0,5/18/1981,M,NULL,M,tony3@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8716 San Remo Ct,NULL,127-555-0152,9/23/2013,5-10 Miles
14270,331,AW00014270,NULL,James,F,Ross,0,7/24/1980,S,NULL,M,james19@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,3099 Morello Court,NULL,154-555-0163,6/21/2012,1-2 Miles
14271,641,AW00014271,NULL,Lucas,NULL,Wright,0,8/31/1979,M,NULL,M,lucas43@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,658 Cardinal Dr,NULL,649-555-0138,3/8/2013,5-10 Miles
14272,633,AW00014272,NULL,Sydney,NULL,Ward,0,8/31/1979,S,NULL,F,sydney13@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,8197 Haviland Place,NULL,618-555-0128,6/8/2012,1-2 Miles
14273,361,AW00014273,NULL,Angel,NULL,Parker,0,5/1/1984,S,NULL,M,angel21@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,6045 Holiday Hills Dr.,NULL,815-555-0120,9/6/2013,1-2 Miles
14274,62,AW00014274,NULL,Edward,D,Williams,0,1/6/1982,M,NULL,M,edward24@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,00:00.0,460 Skyline Dr,NULL,483-555-0139,4/28/2013,5-10 Miles
14275,29,AW00014275,NULL,Arthur,NULL,Prasad,0,8/1/1960,S,NULL,M,arthur11@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8150 Las Trampas,NULL,1 (11) 500 555-0113,9/19/2012,5-10 Miles
14276,27,AW00014276,NULL,Melody,H,Suarez,0,1/6/1961,S,NULL,F,melody19@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3556 St. Geemain Lane,NULL,1 (11) 500 555-0152,9/7/2012,5-10 Miles
14277,26,AW00014277,NULL,Jerry,C,She,0,4/24/1967,S,NULL,M,jerry0@adventure-works.com,70000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,4920 Orange St,NULL,1 (11) 500 555-0129,9/21/2012,1-2 Miles
14278,35,AW00014278,NULL,Olivia,J,Sanchez,0,7/17/1969,M,NULL,F,olivia25@adventure-works.com,130000,0,1,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,00:00.0,8958 Las Palmas,NULL,1 (11) 500 555-0191,7/19/2013,10+ Miles
14279,40,AW00014279,NULL,Taylor,NULL,Barnes,0,7/31/1969,M,NULL,F,taylor28@adventure-works.com,130000,0,1,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,00:00.0,9901 East Lake Court,NULL,1 (11) 500 555-0147,9/6/2012,0-1 Miles
14280,611,AW00014280,NULL,Isaac,NULL,Oliver,0,8/15/1978,S,NULL,M,isaac31@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,00:00.0,402 Saxon St.,NULL,978-555-0173,4/20/2013,2-5 Miles
14281,68,AW00014281,NULL,Daniel,K,Wilson,0,1/3/1979,S,NULL,M,daniel25@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,00:00.0,4609 Parkway Drive,NULL,478-555-0188,5/8/2013,0-1 Miles
14282,55,AW00014282,NULL,Brianna,H,Lewis,0,9/20/1979,S,NULL,F,brianna20@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,00:00.0,8837 Almond Avenue,NULL,108-555-0114,3/7/2013,5-10 Miles
14283,542,AW00014283,NULL,Seth,E,Simmons,0,10/4/1985,S,NULL,M,seth63@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,00:00.0,4442 Carlos Dr.,NULL,274-555-0175,6/21/2012,1-2 Miles
14284,638,AW00014284,NULL,Wyatt,M,Anderson,0,12/15/1979,S,NULL,M,wyatt10@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,00:00.0,1411 Ranch Drive,NULL,276-555-0138,6/10/2012,1-2 Miles
14285,302,AW00014285,NULL,Taylor,J,Hughes,0,11/30/1985,S,NULL,F,taylor36@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,00:00.0,1398 Yorba Linda,NULL,124-555-0194,5/30/2012,1-2 Miles
14286,10,AW00014286,NULL,Kristine,NULL,Hernandez,0,10/9/1964,M,NULL,F,kristine5@adventure-works.com,120000,1,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,00:00.0,6785 Union St.,NULL,1 (11) 500 555-0140,9/26/2012,2-5 Miles
14287,13,AW00014287,NULL,Derek,NULL,Xie,0,2/20/1976,S,NULL,M,derek3@adventure-works.com,150000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,00:00.0,5448 Contuti Avenue,NULL,1 (11) 500 555-0162,9/9/2012,0-1 Miles
14288,316,AW00014288,NULL,Christina,M,Ramirez,0,9/6/1971,S,NULL,F,christina5@adventure-works.com,130000,0,1,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,00:00.0,9112 Park Highlands,NULL,628-555-0176,5/31/2012,0-1 Miles
14289,368,AW00014289,NULL,Jessica,NULL,Martinez,0,2/19/1972,S,NULL,F,jessica65@adventure-works.com,150000,0,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,00:00.0,8863 San Miguel Rd.,NULL,901-555-0112,6/1/2012,0-1 Miles
14290,539,AW00014290,NULL,Jonathan,NULL,Wilson,0,9/7/1962,S,NULL,M,jonathan57@adventure-works.com,70000,2,0,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8582 Condor Dr.,NULL,862-555-0140,7/22/2012,5-10 Miles
14291,59,AW00014291,NULL,Tyler,NULL,White,0,2/17/1963,S,NULL,M,tyler1@adventure-works.com,70000,2,0,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,3626 N Ranchford Court,NULL,276-555-0179,1/29/2013,1-2 Miles
14292,311,AW00014292,NULL,Isabella,NULL,Ross,0,9/24/1968,S,NULL,F,isabella15@adventure-works.com,70000,2,0,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,5805 Churchill Dr.,NULL,111-555-0122,7/21/2012,5-10 Miles
14293,314,AW00014293,NULL,Kyle,S,Campbell,0,8/15/1962,M,NULL,M,kyle37@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,00:00.0,6300 Colfax Street,NULL,372-555-0141,8/18/2013,5-10 Miles
14294,316,AW00014294,NULL,Steven,L,Gray,0,5/22/1963,M,NULL,M,steven16@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,00:00.0,4880 Viewpoint Ct.,NULL,368-555-0133,4/25/2013,1-2 Miles
14295,383,AW00014295,NULL,Hannah,NULL,Thomas,0,1/11/1963,S,NULL,F,hannah10@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,00:00.0,1737 Thomas Ave.,NULL,514-555-0196,5/28/2013,5-10 Miles
14296,536,AW00014296,NULL,Benjamin,E,Russell,0,11/14/1962,M,NULL,M,benjamin21@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,00:00.0,9088 Almaden Dr,NULL,810-555-0131,5/28/2013,1-2 Miles
14297,298,AW00014297,NULL,Kristin,NULL,Raji,0,7/12/1962,M,NULL,F,kristin18@adventure-works.com,70000,3,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,00:00.0,782 Veale Avenue,NULL,892-555-0121,7/16/2012,5-10 Miles
14298,338,AW00014298,NULL,Kaitlyn,R,Jenkins,0,1/11/1963,M,NULL,F,kaitlyn74@adventure-works.com,70000,3,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,00:00.0,7496 Sunset Meadows,NULL,955-555-0128,7/15/2012,5-10 Miles
14299,4,AW00014299,NULL,Jermaine,A,Chandra,0,12/8/1972,M,NULL,M,jermaine1@adventure-works.com,90000,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,7741 Thunderbird Dr.,NULL,1 (11) 500 555-0192,9/7/2012,0-1 Miles
14300,37,AW00014300,NULL,Colin,B,He,0,7/31/1972,S,NULL,M,colin19@adventure-works.com,90000,4,4,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,3144 Via Rerrari,NULL,1 (11) 500 555-0196,9/14/2012,1-2 Miles
14301,13,AW00014301,NULL,Ruben,B,Vazquez,0,9/14/1967,M,NULL,M,ruben38@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,5678 Mcelroy Court,NULL,1 (11) 500 555-0162,9/1/2012,5-10 Miles
14302,20,AW00014302,NULL,April,NULL,Beck,0,1/12/1968,S,NULL,F,april16@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,2354 Caravelle Ct,NULL,1 (11) 500 555-0144,8/28/2012,5-10 Miles
14303,13,AW00014303,NULL,Briana,J,Ramos,0,12/18/1967,M,NULL,F,briana14@adventure-works.com,60000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,2944 Shuey Ave.,NULL,1 (11) 500 555-0174,9/19/2012,0-1 Miles
14304,35,AW00014304,NULL,Jacquelyn,NULL,Jimenez,0,2/11/1973,M,NULL,F,jacquelyn5@adventure-works.com,60000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,8102 Birch Bark Road,NULL,1 (11) 500 555-0122,9/26/2012,0-1 Miles
14305,4,AW00014305,NULL,Brendan,L,Shen,0,1/8/1968,M,NULL,M,brendan2@adventure-works.com,60000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,8396 Vista Way,NULL,1 (11) 500 555-0162,9/19/2012,0-1 Miles
14306,31,AW00014306,NULL,Byron,NULL,Ramos,0,11/5/1966,M,NULL,M,byron11@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,6046 Freya Way,NULL,1 (11) 500 555-0192,9/4/2012,0-1 Miles
14307,3,AW00014307,NULL,Ross,E,Perez,0,12/3/1966,M,NULL,M,ross20@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,2816 Hemlock Drive,NULL,1 (11) 500 555-0198,2/19/2013,5-10 Miles
14308,5,AW00014308,NULL,Marie,A,Ramos,0,2/20/1983,S,NULL,F,marie41@adventure-works.com,100000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,5704 Laverne Avenue,NULL,1 (11) 500 555-0126,9/14/2012,2-5 Miles
14309,30,AW00014309,NULL,Orlando,NULL,Sanz,0,11/6/1971,S,NULL,M,orlando20@adventure-works.com,110000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,00:00.0,1306 Kaski Ln,NULL,1 (11) 500 555-0181,2/25/2013,1-2 Miles
14310,14,AW00014310,NULL,Jon,O,Zeng,0,7/18/1977,S,NULL,M,jon42@adventure-works.com,110000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,00:00.0,6327 Mount Olivet Ct.,NULL,1 (11) 500 555-0166,9/17/2012,0-1 Miles
14311,18,AW00014311,NULL,Erik,M,Alvarez,0,10/8/1982,S,NULL,M,erik6@adventure-works.com,110000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,00:00.0,2348 Polaris Dr.,NULL,1 (11) 500 555-0110,3/6/2013,1-2 Miles
14312,21,AW00014312,NULL,Claudia,A,Lin,0,4/25/1966,M,NULL,F,claudia6@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3153 Glaze Ct,NULL,1 (11) 500 555-0157,2/18/2013,5-10 Miles
14313,13,AW00014313,NULL,Christian,L,Smith,0,4/13/1966,M,NULL,M,christian30@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,5248 Gladstone Drive,NULL,1 (11) 500 555-0117,8/9/2013,5-10 Miles
14314,31,AW00014314,NULL,Katherine,R,Cooper,0,7/16/1970,M,NULL,F,katherine12@adventure-works.com,80000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,7728 Condor Place,NULL,1 (11) 500 555-0174,6/20/2013,0-1 Miles
14315,27,AW00014315,NULL,Carl,NULL,Chander,0,1/1/1970,S,NULL,M,carl15@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,4264 C Street,NULL,1 (11) 500 555-0131,4/22/2013,5-10 Miles
14316,2,AW00014316,NULL,Leonard,NULL,Anand,0,7/7/1967,M,NULL,M,leonard24@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,2786 Class Avenue,NULL,1 (11) 500 555-0161,8/30/2012,0-1 Miles
14317,6,AW00014317,NULL,Steve,NULL,Liang,0,2/19/1968,S,NULL,M,steve19@adventure-works.com,70000,5,4,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,3787 Browse St,NULL,1 (11) 500 555-0138,2/5/2013,5-10 Miles
14318,26,AW00014318,NULL,Seth,R,Rogers,0,4/16/1968,M,NULL,M,seth90@adventure-works.com,70000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,1440 Azores Circle,NULL,1 (11) 500 555-0139,3/11/2013,5-10 Miles
14319,40,AW00014319,NULL,Renee,L,Sanz,0,6/23/1968,M,NULL,F,renee18@adventure-works.com,70000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8838 Kirker Pass Road,NULL,1 (11) 500 555-0165,7/1/2013,5-10 Miles
14320,30,AW00014320,NULL,Amy,NULL,Hu,0,2/1/1972,M,NULL,F,amy27@adventure-works.com,70000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,9362 Akyn Rock Drive,NULL,1 (11) 500 555-0146,7/18/2013,5-10 Miles
14321,39,AW00014321,NULL,Jackson,NULL,Evans,0,10/22/1969,M,NULL,M,jackson30@adventure-works.com,80000,5,4,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,7078 Kenston Dr.,NULL,1 (11) 500 555-0136,11/14/2013,1-2 Miles
14322,2,AW00014322,NULL,Sydney,NULL,Thomas,0,1/7/1964,S,NULL,F,sydney74@adventure-works.com,90000,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,00:00.0,3242 Coralie Drive,NULL,1 (11) 500 555-0177,8/31/2012,2-5 Miles
14323,14,AW00014323,NULL,Colin,NULL,Tang,0,3/20/1963,S,NULL,M,colin27@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,8783 Blocking Ct,NULL,1 (11) 500 555-0138,9/13/2012,0-1 Miles
14324,38,AW00014324,NULL,Jessie,NULL,Alvarez,0,9/7/1962,S,NULL,F,jessie2@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,9351 W Lake Drive,NULL,1 (11) 500 555-0184,9/4/2012,5-10 Miles
14325,35,AW00014325,NULL,Crystal,L,Li,0,1/2/1963,S,NULL,F,crystal5@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,9676 Hidden Lakes Court,NULL,1 (11) 500 555-0135,9/24/2012,5-10 Miles
14326,27,AW00014326,NULL,Joe,A,Perez,0,9/30/1962,S,NULL,M,joe23@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8703 Carleton Street,NULL,1 (11) 500 555-0189,9/4/2012,5-10 Miles
14327,315,AW00014327,NULL,Kyle,B,Butler,0,8/18/1981,S,NULL,M,kyle9@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,4844 Spring Water St,NULL,781-555-0134,11/18/2013,0-1 Miles
14328,64,AW00014328,NULL,Andrea,L,Rogers,0,2/5/1982,S,NULL,F,andrea19@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,9669 Cynthia Dr.,NULL,830-555-0152,2/22/2013,0-1 Miles
14329,301,AW00014329,NULL,Holly,NULL,Sanchez,0,7/19/1981,S,NULL,F,holly18@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,2157 Clark Creek Lane,NULL,617-555-0150,1/28/2013,0-1 Miles
14330,66,AW00014330,NULL,Matthew,NULL,Harris,0,4/4/1982,M,NULL,M,matthew19@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,7554 Lakeview Pl.,NULL,192-555-0119,5/14/2013,5-10 Miles
14331,545,AW00014331,NULL,Timothy,NULL,Murphy,0,8/23/1985,S,NULL,M,timothy16@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,7541 B Wildbrook Ct.,NULL,919-555-0148,9/23/2013,5-10 Miles
14332,54,AW00014332,NULL,Jade,I,Rogers,0,10/19/1985,S,NULL,F,jade15@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,5010 C Mt. Hood Circle,NULL,974-555-0128,6/6/2013,5-10 Miles
14333,611,AW00014333,NULL,Bobby,L,Suri,0,10/2/1985,S,NULL,M,bobby2@adventure-works.com,30000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,00:00.0,2312 Richard Ave.,NULL,312-555-0136,11/27/2013,5-10 Miles
14334,644,AW00014334,NULL,Patrick,M,Murphy,0,1/22/1986,M,NULL,M,patrick20@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,746 Whiteaben Drive,NULL,276-555-0144,7/24/2012,0-1 Miles
14335,644,AW00014335,NULL,Allison,L,Cox,0,3/12/1984,M,NULL,F,allison9@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,5896 Northpoint Ct,NULL,774-555-0160,6/30/2012,5-10 Miles
14336,536,AW00014336,NULL,Gabriel,NULL,Baker,0,2/4/1984,M,NULL,M,gabriel38@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,4983 Hilltop Road,NULL,952-555-0197,7/6/2012,5-10 Miles
14337,546,AW00014337,NULL,Olivia,NULL,Coleman,0,8/29/1983,S,NULL,F,olivia51@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,5759 Benton Street,NULL,113-555-0111,8/3/2012,0-1 Miles
14338,49,AW00014338,NULL,Natalie,M,Taylor,0,11/22/1983,M,NULL,F,natalie76@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,5033 N. 8th St.,NULL,932-555-0165,5/17/2013,0-1 Miles
14339,298,AW00014339,NULL,Brandy,NULL,Suri,0,6/1/1983,S,NULL,F,brandy18@adventure-works.com,30000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,00:00.0,2082 S. Bascom Ave.,NULL,121-555-0111,2/12/2013,0-1 Miles
14340,548,AW00014340,NULL,Miranda,D,Butler,0,9/29/1982,S,NULL,F,miranda14@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,4554 Bates Court,NULL,414-555-0179,1/5/2014,5-10 Miles
14341,52,AW00014341,NULL,Sean,NULL,Sanders,0,4/21/1985,M,NULL,M,sean10@adventure-works.com,30000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,00:00.0,9306 Cleveland Road,NULL,514-555-0114,7/10/2013,0-1 Miles
14342,607,AW00014342,NULL,Beth,L,Ruiz,0,9/22/1984,S,NULL,F,beth4@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,835 Magic Dr.,NULL,190-555-0177,7/31/2012,0-1 Miles
14343,539,AW00014343,NULL,Xavier,NULL,Turner,0,1/20/1985,M,NULL,M,xavier37@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,5484 Viking Dr,NULL,155-555-0151,8/18/2012,5-10 Miles
14344,23,AW00014344,NULL,Kurt,A,Xie,0,3/20/1945,S,NULL,M,kurt2@adventure-works.com,30000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,00:00.0,7614 Heron Ct,NULL,1 (11) 500 555-0137,4/19/2013,5-10 Miles
14345,32,AW00014345,NULL,Kristi,NULL,Rodriguez,0,8/8/1945,M,NULL,F,kristi37@adventure-works.com,40000,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,00:00.0,9519 Mountain View Drive,NULL,1 (11) 500 555-0195,8/30/2012,0-1 Miles
